Round,spieltag,teamname,Date,Time,Comp,D,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp.Formation,Referee,Match.Report,Notes,Date.1,Time.1,Comp.1,D.1,Venue.1,Result.1,GF.1,GA.1,Opponent.1,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK,PKatt,nG,nG/Sh,GG,np:GG,Match Report,SoTA,Saves,Save%,CS,PG,PG+/-,PKatt.1,PKA,PKsv,PKm,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att.1,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,AvgDist,Cmp.1,Att.2,Cmp%.1,TotDist,PrgDist,Cmp.2,Att.3,Cmp%.2,Cmp.3,Att.4,Cmp%.3,Cmp.4,Att.5,Cmp%.4,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Live,Dead,FK.1,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks,SCA,PassLive,PassDead,TO,Sh.1,Fld,Def,GCA,PassLive.1,PassDead.1,TO.1,Sh.2,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att.6,Tkl%,Lost,Blocks.1,Sh.3,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Att Pen,Live.1,Att.7,Succ,Succ%,Tkld,Tkld%,Carries,TotDist.1,PrgDist.1,PrgC,1/3.1,CPA,Mis,Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld.2,PKwon,OG,Recov,Won,Lost.1,Won%
Matchweek 3,3,M'Gladbach,2025-09-14,17:30,Bundesliga,Sun,Home,L,0,4,Werder Bremen,1.5,2.1,55,"52,653",Rocco Reitz,4-2-3-1,4-2-3-1,Matthias Jöllenbeck,Match Report,NA,2025-09-14,17:30,Bundesliga,Sun,Home,L,0,4,Werder Bremen,0,19,2,10.5,0.00,0.00,18.0,2,0,0,1.5,0.08,-1.5,-1.5,Match Report,7,3,57.1,0,2.6,-1.4,1,1,0,0,1,4,25.0,29,4,13.8,21.7,7,0.0,12.0,6,0,0.0,5,28.0,452,554,81.6,7517,2697,210,236,89.0,211,240,87.9,22,52,42.3,0,1.2,1.5,13,43,13,3,65,511,43,8,1,4,28,14,9,3,5,0,0,12,27,19,4,1,1,1,1,0,0,0,0,0,0,0,20,11,5,12,3,8,15,53.3,7,8,1,7,7,27,21,1,677,50,132,338,214,35,677,18,7,38.9,10,55.6,386,2060,1071,14,15,4,19,15,446,65,1,0,0,12,7,0,0,47,10,8,55.6
Matchweek 30,30,M'Gladbach,2026-04-18,,Bundesliga,Sat,Home,,NA,NA,Mainz 05,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matchweek 31,31,M'Gladbach,2026-04-25,,Bundesliga,Sat,Away,,NA,NA,Wolfsburg,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matchweek 32,32,M'Gladbach,2026-05-02,,Bundesliga,Sat,Home,,NA,NA,Dortmund,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matchweek 33,33,M'Gladbach,2026-05-09,,Bundesliga,Sat,Away,,NA,NA,Augsburg,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matchweek 34,34,M'Gladbach,2026-05-16,15:30,Bundesliga,Sat,Home,,NA,NA,Hoffenheim,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matchweek 4,4,M'Gladbach,2025-09-21,17:30,Bundesliga,Sun,Away,D,1,1,Leverkusen,0.8,1.4,39,"30,210",Rocco Reitz,3-4-3,3-4-3,Felix Zwayer,Match Report,NA,2025-09-21,17:30,Bundesliga,Sun,Away,D,1,1,Leverkusen,1,13,7,53.8,0.08,0.14,19.0,0,0,0,0.8,0.06,+0.2,+0.2,Match Report,8,7,87.5,0,1.4,+0.4,0,0,0,0,3,8,37.5,27,4,25.9,28.7,4,25.0,17.5,8,0,0.0,0,3.0,371,446,83.2,6082,2249,181,195,92.8,149,170,87.6,27,46,58.7,1,0.8,1.0,12,24,9,2,33,405,38,14,0,2,12,14,4,4,0,0,3,8,22,13,3,1,1,1,3,1,0,1,0,0,0,0,24,10,8,14,2,14,24,58.3,10,10,1,9,12,36,23,0,562,63,178,290,98,24,562,11,2,18.2,8,72.7,339,1641,745,15,11,5,17,6,369,33,5,0,0,15,11,0,0,46,13,11,54.2
Matchweek 5,5,M'Gladbach,2025-09-27,18:30,Bundesliga,Sat,Home,L,4,6,Eint Frankfurt,1.7,2.8,39,"54,042",Rocco Reitz,3-4-3,4-5-1,Florian Exner,Match Report,NA,2025-09-27,18:30,Bundesliga,Sat,Home,L,4,6,Eint Frankfurt,4,11,8,72.7,0.36,0.50,12.4,0,0,0,1.7,0.16,+2.3,+2.3,Match Report,7,1,14.3,0,3.4,-2.6,0,0,0,0,4,9,44.4,23,5,34.8,30.7,7,14.3,20.1,12,1,8.3,0,17.5,319,408,78.2,6035,2155,123,140,87.9,145,171,84.8,44,75,58.7,4,1.3,1.7,10,12,7,3,26,359,45,9,1,1,19,18,4,4,0,0,4,7,21,18,2,0,1,0,0,7,6,1,0,0,0,0,14,5,8,4,2,4,8,50.0,4,15,8,7,12,26,38,0,539,70,232,220,94,16,539,6,2,33.3,4,66.7,287,1385,677,15,13,1,22,10,317,26,1,0,0,14,8,0,0,45,17,16,51.5
Matchweek 6,6,M'Gladbach,2025-10-05,19:30,Bundesliga,Sun,Home,D,0,0,Freiburg,0.5,0.7,52,"44,709",Rocco Reitz,4-4-2,4-2-3-1,Daniel Schlager,Match Report,NA,2025-10-05,19:30,Bundesliga,Sun,Home,D,0,0,Freiburg,0,9,5,55.6,0.00,0.00,21.1,0,0,0,0.5,0.06,-0.5,-0.5,Match Report,1,1,100.0,1,0.1,+0.1,0,0,0,0,2,6,33.3,25,3,12.0,23.0,12,25.0,27.6,16,2,12.5,0,6.3,418,496,84.3,7229,2738,185,213,86.9,186,201,92.5,35,60,58.3,0,0.5,1.0,6,27,8,4,33,458,38,10,1,4,18,11,4,4,0,0,0,5,18,16,2,0,0,0,0,0,0,0,0,0,0,0,21,12,13,6,2,11,19,57.9,8,8,2,6,8,29,32,0,623,78,214,287,127,16,623,14,2,14.3,12,85.7,307,2001,1067,18,15,1,17,5,414,33,3,0,0,15,7,0,0,33,24,15,61.5
Matchweek 7,7,M'Gladbach,2025-10-17,20:30,Bundesliga,Fri,Away,L,1,3,Union Berlin,0.7,1.2,62,"22,012",Rocco Reitz,4-4-2,3-4-3,Tobias Reichel,Match Report,NA,2025-10-17,20:30,Bundesliga,Fri,Away,L,1,3,Union Berlin,1,8,2,25.0,0.13,0.50,22.2,0,0,0,0.7,0.09,+0.3,+0.3,Match Report,5,2,40.0,0,2.4,-0.6,0,0,0,0,2,9,22.2,30,3,30.0,27.5,10,0.0,17.4,17,0,0.0,2,22.0,437,539,81.1,7141,2693,227,256,88.7,178,201,88.6,29,66,43.9,1,0.7,0.8,6,30,9,1,41,482,55,22,0,0,23,14,6,2,3,0,2,6,12,10,1,0,1,0,0,2,2,0,0,0,0,0,21,12,12,9,0,9,13,69.2,4,12,4,8,2,23,37,1,664,81,232,334,101,21,664,12,4,33.3,8,66.7,387,1833,890,12,7,4,17,6,435,41,3,0,0,15,20,0,0,37,18,26,40.9
Matchweek 8,8,M'Gladbach,2025-10-25,15:45,Bundesliga,Sat,Home,L,0,3,Bayern Munich,0.8,4,18,"54,042",Rocco Reitz,5-4-1,4-2-3-1,Sascha Stegemann,Match Report,NA,2025-10-25,15:45,Bundesliga,Sat,Home,L,0,3,Bayern Munich,0,0,0,,,,,0,0,1,0.0,,-0.8,0.0,Match Report,10,7,70.0,0,4.0,+1.0,0,0,0,0,14,31,45.2,28,1,71.4,50.1,11,100.0,65.2,27,1,3.7,2,11.2,132,204,64.7,2669,1444,49,62,79.0,44,58,75.9,26,60,43.3,0,0.0,0.1,0,9,0,0,5,165,38,9,0,0,3,13,1,1,0,0,1,4,2,0,1,0,0,1,0,0,0,0,0,0,0,0,19,16,15,2,2,12,16,75.0,4,11,8,3,10,29,54,0,334,107,213,92,34,3,333,5,2,40.0,3,60.0,117,649,271,3,2,0,14,4,131,5,0,1,0,6,7,1,0,25,10,9,52.6
Matchweek 9,9,M'Gladbach,2025-11-01,15:30,Bundesliga,Sat,Away,,NA,NA,St. Pauli,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matchweek 1,1,Wolfsburg,2025-08-23,15:30,Bundesliga,Sat,Away,W,3,1,Heidenheim,2.4,0.7,51,"13,000",Maximilian Arnold,4-2-3-1,3-4-3,Benjamin Brand,Match Report,NA,2025-08-23,15:30,Bundesliga,Sat,Away,W,3,1,Heidenheim,3,14,4,28.6,0.14,0.50,21.4,1,1,1,1.6,0.12,+0.6,+0.4,Match Report,2,1,50.0,0,0.4,-0.6,0,0,0,0,4,13,30.8,24,5,37.5,35.8,7,85.7,55.9,13,0,0.0,1,15.7,355,450,78.9,6431,2245,157,177,88.7,151,170,88.8,39,79,49.4,2,1.2,1.8,11,22,5,1,27,404,46,12,1,3,16,20,5,1,3,0,0,11,27,20,2,2,0,2,1,6,4,0,0,0,1,1,11,6,4,5,2,6,12,50.0,6,4,1,3,11,22,19,1,540,45,162,247,138,17,539,16,6,37.5,8,50.0,328,1734,896,16,10,4,16,4,351,27,3,0,0,12,12,1,0,33,18,11,62.1
Matchweek 10,10,Wolfsburg,2025-11-07,20:30,Bundesliga,Fri,Away,,NA,NA,Werder Bremen,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matchweek 11,11,Wolfsburg,2025-11-22,15:30,Bundesliga,Sat,Home,,NA,NA,Leverkusen,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matchweek 12,12,Wolfsburg,2025-11-30,17:30,Bundesliga,Sun,Away,,NA,NA,Eint Frankfurt,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matchweek 13,13,Wolfsburg,2025-12-06,,Bundesliga,Sat,Home,,NA,NA,Union Berlin,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matchweek 14,14,Wolfsburg,2025-12-13,,Bundesliga,Sat,Away,,NA,NA,Gladbach,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matchweek 15,15,Wolfsburg,2025-12-20,,Bundesliga,Sat,Home,,NA,NA,Freiburg,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matchweek 16,16,Wolfsburg,2026-01-10,,Bundesliga,Sat,Away,,NA,NA,Bayern Munich,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matchweek 17,17,Wolfsburg,2026-01-14,,Bundesliga,Wed,Home,,NA,NA,St. Pauli,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matchweek 18,18,Wolfsburg,2026-01-17,,Bundesliga,Sat,Home,,NA,NA,Heidenheim,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matchweek 19,19,Wolfsburg,2026-01-24,,Bundesliga,Sat,Away,,NA,NA,Mainz 05,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matchweek 2,2,Wolfsburg,2025-08-31,15:30,Bundesliga,Sun,Home,D,1,1,Mainz 05,0.6,1.9,40,"21,893",Maximilian Arnold,4-2-3-1,3-4-3,Sören Storks,Match Report,NA,2025-08-31,15:30,Bundesliga,Sun,Home,D,1,1,Mainz 05,1,11,3,27.3,0.09,0.33,18.3,0,0,0,0.6,0.06,+0.4,+0.4,Match Report,3,2,100.0,0,1.1,+0.1,1,1,0,0,4,21,19.0,40,9,40.0,36.6,9,55.6,44.1,34,4,11.8,0,6.4,259,356,72.8,5414,2105,91,112,81.3,124,149,83.2,42,84,50.0,1,0.6,0.3,9,15,2,0,19,301,55,14,0,1,10,27,3,1,2,0,0,7,19,14,3,1,1,0,0,2,2,0,0,0,0,0,13,7,10,2,1,4,7,57.1,3,15,6,9,12,25,56,0,498,117,257,167,77,11,498,10,3,30.0,6,60.0,242,1042,494,8,9,4,13,7,255,19,3,1,1,15,14,0,0,25,23,25,47.9
Matchweek 20,20,Wolfsburg,2026-01-31,,Bundesliga,Sat,Away,,NA,NA,Köln,NA,NA,NA,,,,,,Head-to-Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
